Date : 2023-06-08 23:58:15
Directory : c:\xampp\htdocs\Blockimino
Total : 941 files,  121644 codes, 29295 comments, 8682 blanks, all 159621 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\shortcut_items.d.ts                              | TypeScript |         17 |         54 |          0 |         71 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\shortcut_registry.d.ts                           | TypeScript |         46 |        121 |          0 |        167 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\sprites.d.ts                                     | TypeScript |          5 |         12 |          0 |         17 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\theme.d.ts                                       | TypeScript |         76 |         77 |          0 |        153 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\theme\classic.d.ts                               | TypeScript |          2 |         12 |          0 |         14 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\theme\themes.d.ts                                | TypeScript |          3 |          6 |          0 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\theme\zelos.d.ts                                 | TypeScript |          2 |         11 |          0 |         13 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\theme_manager.d.ts                               | TypeScript |         25 |         65 |          0 |         90 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\toolbox\category.d.ts                            | TypeScript |         71 |        196 |          0 |        267 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\toolbox\collapsible_category.d.ts                | TypeScript |         43 |         55 |          0 |         98 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\toolbox\separator.d.ts                           | TypeScript |         19 |         23 |          0 |         42 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\toolbox\toolbox.d.ts                             | TypeScript |         89 |        311 |          0 |        400 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\toolbox\toolbox_item.d.ts                        | TypeScript |         24 |         71 |          0 |         95 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\tooltip.d.ts                                     | TypeScript |         22 |        125 |          0 |        147 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\touch.d.ts                                       | TypeScript |         23 |        105 |          0 |        128 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\trashcan.d.ts                                    | TypeScript |         52 |        164 |          0 |        216 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils.d.ts                                       | TypeScript |         46 |        135 |          0 |        181 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\aria.d.ts                                  | TypeScript |         33 |         38 |          0 |         71 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\array.d.ts                                 | TypeScript |          1 |         15 |          0 |         16 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\colour.d.ts                                | TypeScript |         13 |        101 |          0 |        114 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\coordinate.d.ts                            | TypeScript |         13 |         69 |          0 |         82 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\deprecation.d.ts                           | TypeScript |          1 |         18 |          0 |         19 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\dom.d.ts                                   | TypeScript |         30 |        158 |          0 |        188 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\idgenerator.d.ts                           | TypeScript |          5 |         30 |          0 |         35 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\keycodes.d.ts                              | TypeScript |        122 |         16 |          0 |        138 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\math.d.ts                                  | TypeScript |          3 |         31 |          0 |         34 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\metrics.d.ts                               | TypeScript |         23 |         42 |          0 |         65 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\object.d.ts                                | TypeScript |          4 |         39 |          0 |         43 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\parsing.d.ts                               | TypeScript |          7 |         48 |          0 |         55 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\rect.d.ts                                  | TypeScript |          9 |         31 |          0 |         40 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\sentinel.d.ts                              | TypeScript |          2 |         11 |          0 |         13 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\size.d.ts                                  | TypeScript |          6 |         23 |          0 |         29 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\string.d.ts                                | TypeScript |          6 |         56 |          0 |         62 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\style.d.ts                                 | TypeScript |         16 |         93 |          0 |        109 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\svg.d.ts                                   | TypeScript |         28 |         43 |          0 |         71 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\svg_math.d.ts                              | TypeScript |         13 |         56 |          0 |         69 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\svg_paths.d.ts                             | TypeScript |          8 |        103 |          0 |        111 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\toolbox.d.ts                               | TypeScript |         90 |        124 |          0 |        214 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\useragent.d.ts                             | TypeScript |          8 |         14 |          0 |         22 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\utils\xml.d.ts                                   | TypeScript |         20 |         82 |          0 |        102 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\variable_map.d.ts                                | TypeScript |         26 |        132 |          0 |        158 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\variable_model.d.ts                              | TypeScript |         11 |         32 |          0 |         43 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\variables.d.ts                                   | TypeScript |         24 |        172 |          0 |        196 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\variables_dynamic.d.ts                           | TypeScript |         13 |         45 |          0 |         58 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\warning.d.ts                                     | TypeScript |         16 |         39 |          0 |         55 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\widgetdiv.d.ts                                   | TypeScript |         10 |         68 |          0 |         78 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\workspace.d.ts                                   | TypeScript |         89 |        351 |          0 |        440 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\workspace_audio.d.ts                             | TypeScript |         11 |         42 |          0 |         53 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\workspace_comment.d.ts                           | TypeScript |         44 |        148 |          0 |        192 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\workspace_comment_svg.d.ts                       | TypeScript |         81 |        292 |          0 |        373 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\workspace_drag_surface_svg.d.ts                  | TypeScript |         12 |         62 |          0 |         74 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\workspace_dragger.d.ts                           | TypeScript |         13 |         41 |          0 |         54 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\workspace_svg.d.ts                               | TypeScript |        205 |        819 |          0 |      1,024 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\xml.d.ts                                         | TypeScript |         17 |        115 |          0 |        132 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\zoom_controls.d.ts                               | TypeScript |         37 |        103 |          0 |        140 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\dart.d.ts                                             | TypeScript |          1 |          5 |          2 |          8 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\dart.js                                               | JavaScript |         11 |          9 |          3 |         23 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\dart_compressed.js                                    | JavaScript |        390 |         12 |          4 |        406 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\index.d.ts                                            | TypeScript |          4 |          5 |          2 |         11 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\index.js                                              | JavaScript |         11 |         11 |          3 |         25 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\javascript.d.ts                                       | TypeScript |          1 |          5 |          2 |          8 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\javascript.js                                         | JavaScript |         11 |         10 |          3 |         24 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\javascript_compressed.js                              | JavaScript |        319 |          8 |          4 |        331 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\lua.d.ts                                              | TypeScript |          1 |          5 |          2 |          8 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\lua.js                                                | JavaScript |         11 |          9 |          3 |         23 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\lua_compressed.js                                     | JavaScript |        409 |          3 |          4 |        416 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\media\dropdown-arrow.svg                              | XML        |          1 |          0 |          0 |          1 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\media\sprites.svg                                     | XML        |         68 |          0 |          7 |         75 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ab.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ab.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ace.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ace.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\af.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\af.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\am.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\am.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ar.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ar.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ast.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ast.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\az.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\az.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ba.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ba.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bcc.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bcc.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\be-tarask.d.ts                                    | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\be-tarask.js                                      | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\be.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\be.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bg.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bg.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bn.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bn.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\br.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\br.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bs.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bs.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ca.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ca.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\cdo.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\cdo.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\constants.d.ts                                    | TypeScript |          2 |         10 |          5 |         17 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\cs.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\cs.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\da.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\da.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\de.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\de.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\diq.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\diq.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\dty.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\dty.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ee.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ee.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\el.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\el.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\en-gb.d.ts                                        | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\en-gb.js                                          | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\en.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\en.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\eo.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\eo.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\es.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\es.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\et.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\et.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\eu.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\eu.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fa.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fa.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fi.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fi.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fo.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fo.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fr.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fr.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\frr.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\frr.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gl.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gl.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gn.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gn.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gor.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gor.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ha.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ha.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hak.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hak.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\he.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\he.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hi.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hi.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hr.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hr.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hrx.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hrx.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hu.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hu.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hy.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hy.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ia.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ia.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\id.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\id.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ig.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ig.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\inh.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\inh.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\is.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\is.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\it.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\it.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ja.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ja.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ka.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ka.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kab.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kab.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kbd-cyrl.d.ts                                     | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kbd-cyrl.js                                       | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\km.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\km.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kn.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kn.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ko.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
