Date : 2023-04-24 11:02:45
Directory : c:\xampp\htdocs\Blockimino
Total : 690 files,  98443 codes, 24355 comments, 4926 blanks, all 127724 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\lua.d.ts                                              | TypeScript |          1 |          5 |          2 |          8 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\lua.js                                                | JavaScript |         11 |          9 |          3 |         23 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\lua_compressed.js                                     | JavaScript |        409 |          3 |          4 |        416 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\media\dropdown-arrow.svg                              | XML        |          1 |          0 |          0 |          1 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\media\sprites.svg                                     | XML        |         68 |          0 |          7 |         75 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ab.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ab.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ace.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ace.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\af.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\af.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\am.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\am.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ar.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ar.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ast.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ast.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\az.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\az.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ba.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ba.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bcc.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bcc.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\be-tarask.d.ts                                    | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\be-tarask.js                                      | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\be.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\be.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bg.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bg.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bn.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bn.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\br.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\br.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bs.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\bs.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ca.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ca.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\cdo.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\cdo.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\constants.d.ts                                    | TypeScript |          2 |         10 |          5 |         17 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\cs.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\cs.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\da.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\da.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\de.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\de.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\diq.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\diq.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\dty.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\dty.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ee.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ee.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\el.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\el.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\en-gb.d.ts                                        | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\en-gb.js                                          | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\en.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\en.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\eo.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\eo.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\es.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\es.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\et.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\et.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\eu.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\eu.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fa.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fa.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fi.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fi.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fo.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fo.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fr.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\fr.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\frr.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\frr.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gl.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gl.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gn.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gn.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gor.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\gor.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ha.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ha.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hak.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hak.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\he.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\he.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hi.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hi.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hr.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hr.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hrx.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hrx.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hu.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hu.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hy.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\hy.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ia.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ia.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\id.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\id.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ig.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ig.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\inh.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\inh.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\is.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\is.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\it.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\it.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ja.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ja.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ka.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ka.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kab.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kab.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kbd-cyrl.d.ts                                     | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kbd-cyrl.js                                       | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\km.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\km.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kn.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\kn.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ko.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ko.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ksh.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ksh.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ku-latn.d.ts                                      | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ku-latn.js                                        | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ky.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ky.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\la.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\la.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lb.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lb.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lki.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lki.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lo.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lo.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lrc.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lrc.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lt.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lt.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lv.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\lv.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\mg.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\mg.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\mk.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\mk.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ml.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ml.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\mnw.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\mnw.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ms.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ms.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\msg.d.ts                                          | TypeScript |        429 |          9 |          4 |        442 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\my.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\my.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\mzn.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\mzn.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\nb.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\nb.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ne.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ne.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\nl.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\nl.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\oc.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\oc.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\olo.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\olo.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pa.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pa.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pl.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pl.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pms.d.ts                                          | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pms.js                                            | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ps.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ps.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pt-br.d.ts                                        | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pt-br.js                                          | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pt.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\pt.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\qqq.d.ts                                          | TypeScript |          2 |         10 |          5 |         17 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ro.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ro.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ru.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\ru.js                                             | JavaScript |        434 |          2 |          5 |        441 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sc.d.ts                                           | TypeScript |          1 |          5 |          3 |          9 |
| c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\msg\sc.js                                             | JavaScript |        434 |          2 |          5 |        441 |
